cookTime,datePublished,description,image,ingredients,name,prepTime,recipeYield,url
,2006-07-29,"One-inch wide slabs of toasted, cheesy, heirloom tomato filled deliciousness slathered with a basil-chive ricotta spread. ",http://www.101cookbooks.com/mt-static/images/food/paninibatons.jpg,"1 clove of garlic
2 tablespoons of extra-virgin olive oil
1 cup ricotta cheese
1/2 cup fresh basil
1 bunch of chives
1/2 teaspoon fine grain sea salt
Mozzarella (preferably water-packed)
Small heirloom tomatoes, sliced 1/4-inch thick
1 flat slab of ciabatta, sturdy foccacia bread, or comparable
Salt and pepper","Cheesy, Heirloom, Panini Batons",,,http://www.101cookbooks.com/archives/001455.html
,2005-06-13,Julie Hasson's delicious ginger cupcake recipe. Little bursts of crystallized ginger speckle each moist and sophisticated little cake.,http://www.101cookbooks.com/mt-static/images/food/gingercupcakerecipe.jpg,"1 1/2 cups all-purpose flour
1 tbsp ground ginger
1 tsp baking powder
1/4 tsp salt
3/4 cup finely chopped candied ginger
1 1/4 cups granulated sugar
1/2 cup  unsalted butter, at room temperature
3 eggs
3/4 cup milk
4 oz cream cheese, at room temperature 
1/4 cup unsalted butter, at room temperature
2 1/4 cups confectioner's (icing) sugar, sifted
1/4 cup finely chopped crystalIized ginger
1 tsp  ground ginger 
Pinch salt ",Ginger Cupcake Recipe,,Makes 12 cupcakes.,http://www.101cookbooks.com/archives/000174.html
,2009-02-14,"A shredded brussels sprout salad recipe, slaw-like in spirit, accompanied by lots of toasted hazelnuts, and shard after shard of aged cheese. The sprouts are tossed with a few glugs of olive oil and a big squeeze of fresh, fragrant lemon juice.",http://www.101cookbooks.com/mt-static/images/food/brussels_sprout_salad_recipe.jpg,"1 1/2 pound brussels sprouts, freshest you can find
3 tablespoons extra-virgin olive oil
2 - 3 tablespoons fresh lemon juice
1 teaspoon fresh thyme leaves
1/3 cup fresh chives, minced
2-3 big pinches of salt 
1 1/3 cups hazelnuts, smashed just a bit and toasted
2 ounces hard, salty, aged cheese, shaved (pecorino, dry aged jack, Parmesan, etc)",Brussels Sprout Salad Recipe,,Serves 4 - 6.,http://www.101cookbooks.com/archives/brussels-sprout-salad-recipe.html
,2009-02-11,A hearty adzuki and butternut squash soup recipe adapted from Jae Steele's Get It Ripe cookbook. The soup has a bit of chipotle flavor and is made even better with a drizzle of cilantro olive oil prior to serving.,http://www.101cookbooks.com/mt-static/images/food/adzuki_butternut_squash_soup.jpg,"2 tablespoons olive oil
1 teaspoon cinnamon
1 teaspoon (dried) coriander
2 teaspoons finely chopped chipotle pepper (from can, or rehydrated from dried chile)
2 teaspoons fine grain sea salt
2 medium-large onions
6 cloves garlic, minced
4 cups butternut squash, peeled and cut into 1/4-inch dice
5 - 6 cups water
5 whole canned tomatoes, chopped
4 cups cooked or canned adzuki beans
cilantro drizzle (optional)*",Adzuki Butternut Squash Soup Recipe,,Serves about 8.,http://www.101cookbooks.com/archives/adzuki-butternut-squash-soup-recipe.html
,2008-10-29,"Shredded brussels sprout ribbons, apples, garlic, pine nuts, and tofu in a skillet with a hint of maple syrup.",http://www.101cookbooks.com/mt-static/images/food/shredded_brussels_sprouts.jpg,"1 large, crisp apple, cut into bite-sized wedges
1 lemon, juice only
4 ounces extra-firm tofu cut into tiny-inch cubes (see photo)
a couple pinches of fine-grain sea salt
a couple splashes of olive oil
2 medium cloves garlic, minced
a scant tablespoon of maple syrup
1/3 cup pine nuts, toasted and chopped
12 ounces (3/4 pound). brussels sprouts, washed and cut into 1/8-inch wide ribbons",Shredded Brussels Sprouts &amp; Apples,,"Serves 2 - 3 as a main, 4 as a side.",http://www.101cookbooks.com/archives/shredded-brussels-sprouts-apples-recipe.html
,2009-02-04,"The perfect bite-sized chocolate chip cookie. Tiny, thin, golden, crisp, a bit nutty with plenty of shaved chocolate.",http://www.101cookbooks.com/mt-static/images/food/itsy_chocolate_chip_cookie_recipe.jpg,"5 ounces good-quality semi-sweet chocolate bar (Scharffen Berger 62%)
1 cup whole wheat pastry flour
1/2 teaspoon baking powder 
1/2 teaspoon baking soda 
1/2 teaspoon salt 
1 cup old-fashioned rolled oats
1/2 cup walnuts, very, very finely chopped (by hand)
1/2 cup unsalted butter, at room temperature
scant 1 cup natural cane sugar (or brown sugar)
scant 1 tablespoon organic unsulphured molasses (blackstrap)
1 large egg
1 1/2 teaspoon vanilla extract 
1/4 cup large-grain sugar (for ex: turbinado)",Itsy Bitsy Chocolate Chip Cookie Recipe,,"Makes about 12 dozen tiny, bite-sized cookies.",http://www.101cookbooks.com/archives/itsy-bitsy-chocolate-chip-cookies-recipe.html
,2008-08-10,"Toasted coconut, almonds, ground coffee, and good chocolate dropped into little bite-sized chocolate clusters.",http://www.101cookbooks.com/mt-static/images/food/coco_choco_cluster_recipe.jpg,"2 1/2 cups finely shredded unsweetened coconut, lightly toasted and cooled
1/2 cup toasted almonds, cooled and chopped
7-8 ounces dark chocolate, chopped
1 tablespoon finely ground espresso beans (optional)
a big grain finishing salt - if you can get your hands on a smoked one, great",Coco Choco Cluster Recipe,,Makes 36 clusters.,http://www.101cookbooks.com/archives/coco-choco-clusters-recipe.html
,2009-03-05,"A simple thumbprint cookie recipe. Made with whole wheat pastry flour and oats, and sweetened with honey instead of granulated sugar.",http://www.101cookbooks.com/mt-static/images/food/thumbprint_cookies.jpg,"2/3 cup honey (I use a clover honey)
1/3 cup warm coconut oil or clarified butter
1 1/2 teaspoon vanilla extract
1 1/2 cups whole wheat pastry flour
3/4 cup rolled oats
1 tablespoon all natural cornstarch (or arrowroot)
scant 1/2 teaspoon fine grain sea salt
1/4 teaspoon baking soda
zest of one lemon
your favorite jam or preserves (preferably fruit sweetened) - berry goes nicely",Honey-sweetened Thumbprint Cookie Recipe,,Makes a few dozen cookies.,http://www.101cookbooks.com/archives/honeysweetened-thumbprint-cookies-recipe.html
,2003-12-08,A great peppermint bark cookie recipe using one of my favorite cookie doughs and peppered with a generous amount of chopped peppermint bark.,http://www.101cookbooks.com/mt-static/images/food/peppermintbarkcookies.jpg,"3 1/2 cups whole wheat pastry flour (or unbleached all-purpose flour)
1 teaspoon baking soda
1 teaspoon aluminum-free baking powder
3/4 teaspoon fine-grain sea salt
1 cup unsalted butter, at room temperature
2 cups sugar
3 large eggs
1 tablespoon vanilla extract
2 cups peppermint bark, roughly chopped
1/2 cup chocolate chips or shaved chocolate",Peppermint Bark Chocolate Chip Cookie Recipe,,Makes 2 to 3 dozen medium-large cookies.,http://www.101cookbooks.com/archives/000015.html
,2008-04-21,"A vegetarian dumpling recipe featuring a simple pea, lemon, ricotta filling. Bright flavors and delicious steamed or pan-fried.",http://www.101cookbooks.com/mt-static/images/food/vegetarian_dumpling_recipe.jpg,"2 cups (about 10 ounces) cups peas (freshly shelled or frozen)
2/3 cup ricotta cheese
2 tablespoons  olive oil
scant 1/2 tea spoon fine grain sea salt
1 small shallot, minced
1/3 cup grated Parmesan
zest of one large lemon
1 package of wonton wrappers, or round wrappers
special equipment: bamboo steamer (or see head notes for alternative cooking method)",Plump Pea Dumpling Recipe,,Makes about 4 dozen dumplings.,http://www.101cookbooks.com/archives/plump-pea-dumplings-recipe.html
,2007-02-12,"A fun and delicious alternative to deep-fried doughnuts. This cinnamon-sugar dusted baked doughnut recipe turns milk, flour, nutmeg, sugar, eggs, butter, and yeast into perfectly dunkable, delicious doughnuts.",http://www.101cookbooks.com/mt-static/images/food/bakeddoughnuts.jpg,"1 1/3 cups warm milk, 95 to 105 degrees (divided)
1 packet active dry yeast (2 1/4 teaspoons)
2 tablespoons butter
2/3 cup sugar
2 eggs
5 cups all-purpose flour (alternately, white whole wheat might work -  haven't tried it yet)
A pinch or two of nutmeg, freshly grated
1 teaspoon fine grain sea salt
1/2 cup unsalted butter, melted
1 1/2 cups sugar
1 tablespoon cinnamon",Baked Doughnuts Recipe,,Makes 1 1/2 - 2 dozen medium doughnuts.,http://www.101cookbooks.com/archives/001561.html
,2008-03-17,"This quirky, yet amazing black bean brownie recipe delivers deliciously dense, bite-sized squares of melt-in-your-mouth fudge-textured brownies. ",http://www.101cookbooks.com/mt-static/images/food/amazing_brownie_recipe.jpg,"4 ounces unsweetened chocolate
1 cup unsalted butter
2 cups soft-cooked black beans, drained well (hs: canned is fine)
1 cup walnuts, chopped
1 tablespoon vanilla extract
¼ cup (granulated) natural coffee substitute (or instant coffee, for gluten-sensitive)
¼ teaspoon sea salt
4 large eggs
1½ cups light agave nectar",Amazing Black Bean Brownie Recipe,,,http://www.101cookbooks.com/archives/amazing-black-bean-brownies-recipe.html
,2005-12-08,My sister Heather teaches me her favorite toffee recipe. It is peppered with toasted pecans and slathered with a thin layer of chocolate on each side. ,http://www.101cookbooks.com/mt-static/images/food/toffee_recipe.jpg,"1  cup butter, cut into chunks
1 1/2 cups granulated sugar
3 tablespoons corn syrup
3 tablespoons water
2 cups well-chopped pecans, toasted (divided)
1/2 pound (8 ounces) chocolate, cut into chunks - milk, semi, or bittersweet (your choice)",Heather's Toasted Pecan Toffee Recipe,,Makes a big plate of toffee.,http://www.101cookbooks.com/archives/000893.html
,2005-03-24,"Art Smith's sour cream waffle recipe - delicious, light yet structured waffles that cook up golden brown with just the right amount of outside crunch.",http://www.101cookbooks.com/mt-static/images/food/sourcream_waffle_recipe.jpg,"1 3/4 cups all-purpose flour
1 tablespoon sugar
1 tablespoon baking powder
1/2 teaspoon salt
8 tablespoons (1 stick) unsalted butter melted
1 cup milk
1/2 cup sour cream
3 large eggs
Maple syrup or jam, for serving",Art Smith's Sour Cream Waffle Recipe,,,http://www.101cookbooks.com/archives/000153.html
,2004-10-11,"Stephan Pyles' banana bread recipe includes rum-soaked golden raisins, toasted pumpkin seeds, coconut milk, and oven-caramelized ripe bananas.",http://www.101cookbooks.com/mt-static/images/food/roasted_banana_bread_recipe.jpg,"3/4 cup golden raisins
1/2 cup Myer's dark rum
2 ripe bananas, unpeeled
2 cups cake flour
2 teaspoons baking powder
1/2 teaspoon baking soda
1/4 teaspoon salt
6 tablespoons unsalted butter, softened
2/3 cup sugar
2 large eggs
1/2 cup unsweetened coconut milk
1 teaspoon pure vanilla extract
1/2 cup toasted pumpkin seeds
Powdered sugar (optional)",Roast Banana-Pumpkin Breakfast Bread Recipe,,Makes 1 loaf,http://www.101cookbooks.com/archives/000121.html
,2005-12-11,"Served in shot glasses this peppermint semifreddo recipe makes a fluffy, dreamy, cloud-like, winter wonderland dessert.",http://www.101cookbooks.com/mt-static/images/food/peppermintsemifreddorecipe.jpg,"1/2 cup peppermint candies (divided), I like the vintage looking ones, and buy the ones made with natural dyes when I can find them.
1 1/2 cups heavy cream, chilled
3 large organic eggs, separated
1/2 cup granulated sugar (divided)
1/3 cup peppermint liquor",Peppermint Semifreddo,,,http://www.101cookbooks.com/archives/000902.html
,2005-10-04,"Spicy apple coffee cake recipe punctuated with oozy, warm apples.",http://www.101cookbooks.com/mt-static/images/food/applecoffeecake.jpg,"2 medium tart apples such as Granny Smith
2 cups unbleached all-purpose flour
2 1/4 teaspoons baking powder
2 teaspoons ground cinnamon
1/4 teaspoon salt
1/2 cup (1 stick) butter, at room temperature
1 cup sugar
1/2 cup milk or plain soy milk
2 large eggs
1 1/2 teaspoons vanilla extract
1/3 cup apple jelly, stirred over low heat until smooth",Apple Coffee Cake Recipe,,Serves 8.,http://www.101cookbooks.com/archives/000557.html
,2009-01-11,A porcini mushroom soup recipe made from seven ingredients including potatoes and porcini mushrooms in an intensely flavorful broth peppered with rosemary and tiny pools of golden olive oil. Great with a big chunk of garlic bread.,http://www.101cookbooks.com/mt-static/images/food/porcini_mushroom_soup_recipe.jpg,"2 ounces of dried porcini mushrooms
1/3 cup extra virgin olive oil
3 shallots, chopped
1 tablespoon fresh rosemary, finely chopped
1 1/2 pounds small new potatoes, cut into 1/3-inch pieces
3 large cloves garlic, finely chopped
4 cups water
1 1/2 - 2 teaspoons salt
Extra toppings (optional) freshly grated Parmesan, chopped sun-dried tomatoes, fresh chives or fresh thyme.",Porcini Mushroom Soup,,Serves 4-6.,http://www.101cookbooks.com/archives/porcini-mushroom-soup-recipe.html
,2008-07-23,"Not your typical peanut butter cookie recipe - but just as good. Tastes pretty darn close to the classic bu without all that butter, and with maple syrup in place of the white sugar. Vegan, egg-free, and easily made wheat-free if you like.",http://www.101cookbooks.com/mt-static/images/food/peanut_butter_cookies.jpg,"2 cups whole wheat pastry flour, spelt flour, or unbleached all-purpose flour
1 teaspoon baking soda
3/4 teaspoon fine grain sea salt
1 cup organic, chunky natural peanut butter
1 cup maple syrup
1/3 cup extra virgin olive oil
1 1/2 teaspoons vanilla extract",Peanut Butter Cookies,,,http://www.101cookbooks.com/archives/peanut-butter-cookies-recipe.html
,2009-03-02,"Thin, biscotti-style crackers densely pebbled with all manner of nuts and seeds - green pistachios, rust-toned hazelnuts, and off-black poppy seeds.",http://www.101cookbooks.com/mt-static/images/food/nut_seed_biscotti_recipe.jpg,"1 1/3 cups white whole wheat flour
2 cups mixed nuts and seeds (see head notes)
scant 1/2 teaspoon fine grain sea salt
2 large eggs
2/3 cup natural cane sugar, fine grain
1/4 cup extra-virgin olive oil",Nut and Seed Biscotti Recipe,,Makes 1 1/2 - 2 dozen.,http://www.101cookbooks.com/archives/nut-and-seed-biscotti-recipe.html
,2008-01-21,"An updated, healthier version of my favorite artichoke dip recipe. Artichokes pureed with yogurt, tofu, Parmesan cheese, and garlic and baked until golden.",http://www.101cookbooks.com/mt-static/images/food/artichoke_dip_recipe.jpg,"2 (14-ounce) cans water-packed artichokes, well drained
4 ounces organic silken tofu
3 large cloves garlic
1/3 cup Parmesan cheese, freshly grated
2/3 cup plain (or Greek) yogurt
1/4 teaspoon fine grain sea salt, or more to taste
pinch of cayenne pepper
more Parmesan to sprinkle on top",Baked Artichoke Dip Recipe,,Makes 2-3 cups of artichoke dip.,http://www.101cookbooks.com/archives/baked-artichoke-dip-recipe.html
,2007-07-25,"A beautiful, buttery shortbread cookie recipe straight from the Hearst Castle kitchen.",http://www.101cookbooks.com/mt-static/images/food/shortbreadcookierecipe_07.jpg,"4 cups all-purpose flour
1/2 teaspoon baking powder
3/4 teaspoon fine grain sea salt
1 pound unsalted butter
1 cup powdered sugar
1/2 teaspoon vanilla extract
1 vanilla bean (optional)",Hearst Castle Shortbread Cookie Recipe,,Makes 3 or 4 dozen tiny cookies - more or less depending on the size of your cutters.,http://www.101cookbooks.com/archives/hearst-castle-shortbread-cookies-recipe.html
,2009-05-24,"Inspired by the new farmers market up the street from my house, I made this sauteed asparagus and broccolini salad. Finished with slivered radishes, a chunky lemon-pinenut dressing, and a bit of shaved Parmesan it works alongside pasta, topped with poached eggs, or, on its own.",http://www.101cookbooks.com/mt-static/images/food/asparagus_salad_recipe.jpg,"12 spears of thick asparagus, sliced into 1/4-inch thick coins
5 - 6 broccolini (or broccoli) florets, trimmed and cut into bite-sized pieces
1 1/2 tablespoons fresh lemon juice 
big pinch of salt
1 small shallot, chopped
3 tablespoons extra virgin olive oil
1/4 cup pine nuts, toasted, and coarsely chopped
7 tiny radishes, washed trimmed and very thinly sliced
zest of one lemon
a bit of shaved parmesan",Asparagus Salad Recipe,,Serves 2 - 3.,http://www.101cookbooks.com/archives/asparagus-salad-recipe.html
,2006-05-25,"Dark chocolate cookie recipe, each cookie pumped full of lots of freshly ground espresso powder.",http://www.101cookbooks.com/mt-static/images/food/espresso_bean_cookie_recipe1.jpg,"2 1/2 cups whole-wheat pastry flour
2 tablespoons freshly ground espresso powder
3/4 teaspoon aluminum-free baking soda
3/4 teaspoon aluminum-free baking powder
3/4 teaspoon finely ground sea salt
1/2 cup  natural cocoa or cacao powder (Scharffen Berger or Dagoba), not dutched
1 cup unsalted butter, room temperature (soft to the touch)
2 cups fine-grain natural granulated sugar (evaporated cane sugar) - for example, I love Alter-eco brand, OR do 1 1/2 cups sugar + 1/2 cup dark brown sugar
2 large eggs
3 teaspoons vanilla extract
3/4 cup semi-sweet chocolate chips
8 ounces chocolate covered espresso beans",Triple Chocolate Espresso Bean Cookie Recipe,,,http://www.101cookbooks.com/archives/001408.html
,2008-09-14,"A remarkable healthy cookie recipe - banana-batter, shredded coconut, dark chocolate chunks, and oats. Butter-less, flour-less, egg-less, and potentially sugar-less cookies make great after school or after work treats.",http://www.101cookbooks.com/mt-static/images/food/healthy_cookies.jpg,"3 large, ripe bananas,  well mashed (about 1 1/2 cups)
1 teaspoon vanilla extract
1/4 cup coconut oil, barely warm - so it isn't solid (or alternately, olive oil)
2 cups rolled oats
2/3 cup almond meal
1/3 cup coconut, finely shredded &amp; unsweetened
1/2 teaspoon cinnamon
1/2 teaspoon fine grain sea salt
1 teaspoon baking powder
6 - 7 ounces chocolate chips or dark chocolate bar chopped",Nikki's Healthy Cookie Recipe,,Makes about 3 dozen bite-sized cookies.,http://www.101cookbooks.com/archives/nikkis-healthy-cookies-recipe.html
,2008-08-20,"This bean salad recipe salad features pretty heirloom beans along with a few black lentils, splashed with a brightly-flavored ginger-curry vinaigrette. ",http://www.101cookbooks.com/mt-static/images/food/curried_bean_salad.jpg,"3 cups cooked beans - I used equal amounts Pebble beans and Mayacoba beans, but you could certainly use white beans, black beans, black eyed beans, whatever - I bet edamame would be great in this salad. And while I like to cook my beans from their dried state, this is a forgiving salad and canned beans that have been well rinsed will work too. You can serve this salad hot or at room temperature, whatever your preference.
1 cup cooked black lentils*
1/2 medium red onion, thinly sliced into crescents
3/4 cup celery, chopped
1 clove garlic
1/2 teaspoon of fine-grain sea salt
1 1/2 teaspoons of your favorite curry powder
1-2  teaspoons freshly grated ginger (from 1-inch cube of fresh ginger, peeled)
juice of 1/2 a lemon
1/3 cup olive oil
2 tablespoons cilantro, chopped",Curried Bean Salad Recipe,,Serves about 4 - 6 as a side. ,http://www.101cookbooks.com/archives/curried-bean-salad-recipe.html
,2008-10-08,"A beautiful, spicy hummus recipe made from pureed garbanzo beans, toasted walnuts, and spicy crushed red pepper oil finished with a few chopped olives and a bit of cilantro.",http://www.101cookbooks.com/mt-static/images/food/hummus_enfuego.jpg,"1/2 cup extra-virgin olive oil
1 1/2 teaspoons crushed red pepper flakes
3/4 cup walnuts, toasted
2 cups cooked (or canned) garbanzo beans, drained
1 medium clove garlic
juice of 1/2 a lemon (about 2 tablespoons)
1/2 cup hot water
1/4 cup oil-cured olives, chopped
a bit of chopped cilantro",Hummus en Fuego Recipe,,Makes roughly 2 1/2 cups..,http://www.101cookbooks.com/archives/hummus-en-fuego-recipe.html
,2008-02-11,"A favorite (and quick) tofu scramble recipe using shaved fennel, caramelized onions spices and dried fruit, and then counter-balancing those flavors with cilantro and chopped nuts.",http://www.101cookbooks.com/mt-static/images/food/tofu_scramble_recipe.jpg,"a splash of olive oil
couple pinches of salt
1 1/2 teaspoons garam masala spice blend
1 medium onion, halved and cut into thin slices
1/2 medium bulb fennel, cut into very thin slices
1/4 cup dried cranberries, chopped
12 ounces extra firm orgnic tofu, crumbled
1/4 cup chopped cilantro
1/3 cup pistachios, chopped",Garam Masala Tofu Scramble Recipe,,Serves 4.,http://www.101cookbooks.com/archives/garam-masala-tofu-scramble-recipe.html
,2005-07-23,"This has become one of my favorite crostini recipes - goat cheese, black beluga lentils, and chives on garlic-rubbed crostini.",http://www.101cookbooks.com/mt-static/images/food/crostinirecipe_05.jpg,"1 lb. black beluga lentils
1 sweet baguette, sliced thinly into 1/6th-inch rounds
1/3 cup extra-virgin olive oil or melted clarified butter
1/2 t. fine-grain sea salt
8 ounces spreadable goat cheese
a small splash of milk
3-4 large cloves of garlic
2 big bunches of chives
more salt to taste",Beluga Lentil Crostini Recipe,,Makes about 5 dozen. You will have plenty of lentils leftover to experiment with....,http://www.101cookbooks.com/archives/000280.html
,2006-03-12,"As promised, an all-natural Thin Mint recipe for you. No shortening, no trans-fats from partially hydrogenated vegetable oils - just good old-fashioned butter, cocoa, vanilla, sugar, chocolate, whole grain flour, and peppermint turned into delicious, thin minty goodness. ",http://www.101cookbooks.com/mt-static/images/food/thinmintrecipe1.jpg,"Chocolate Wafers:
8 ounces organic butter, room temperature
1 cup organic powdered sugar, (I use Wholesome Sweeteners brand)
1 teaspoon natural vanilla extract
1 cup cocoa powder (I use Dagoba's cacao powder)
3/4 teaspoon fine grain sea salt
1 1/2 cups whole wheat pastry flour
Chocolate Peppermint Coating:
1 pound good quality semi-sweet chocolate, chopped
natural peppermint oil to taste",Homemade and All-natural Thin Mint Recipe,,,http://www.101cookbooks.com/archives/001370.html
,2009-04-22,"A pea salad jazzed up with spicy mint-date dressing and tossed with shredded romaine and toasted pumpkin seeds for crunch and texture. A tasty, off-beat, almost burner-free recipe.",http://www.101cookbooks.com/mt-static/images/food/fresh_pea_salad_recipe.jpg,"1 cup fresh mint leaves
2 dried dates, pitted
1/2 of a small serrano chile, stem removed
a squeeze of fresh lemon juice and zest from that lemon
1 1/2 cups fresh peas
1 small head of romaine lettuce, cut into shreds
1/2 cup toasted pumpkin seeds
fine grain sea salt",Fresh Pea Salad Recipe,,Serves 2 - 4.,http://www.101cookbooks.com/archives/fresh-pea-salad--recipe.html
,2006-06-07,"Great for dipping with olive oil, this dukkah recipe is a crumbly nut and spice blend typically associated with Egypt - hazelnuts, cariander seeds, sesame seeds, cumin seeds, black peppercorns, fennel seeds, dried mint leaves, and salt.",http://www.101cookbooks.com/mt-static/images/food/dukkah_recipe_3.jpg,"1/2 cup hazelnuts
1/4 cup coriander seeds
3 tablespoons sesame seeds
2 tablespoons cumin seeds
1 tablespoon black peppercorns
1 teaspoon fennel seeds
1 teaspoon dried mint leaves
1 teaspoon salt",Dukkah Recipe,,,http://www.101cookbooks.com/archives/001416.html
,2009-01-03,"A good cold-weather stir-fry recipe. Tiny potatoes, brussels sprout wedges, toasted almonds and lentils are served with a drizzle of mint and a bit of thinned-out, salted plain yogurt, and a sprinkling of chopped dates.",http://www.101cookbooks.com/mt-static/images/food/lentil_almond_stirfry.jpg,"Mint sauce (optional)
1 cup fresh mint leaves
1/2 serrano chile pepper, de-veined and seeded
2 tablespoons olive oil
pinch of salt
a touch of sugar, or honey, or agave nectar
1 tablespoon lemon juice
extra-virgin olive oil
6 to 8 very small new potatoes, cut into 1/2 pieces
2 cups cooked brown or black lentils
12 brussels sprouts, trimmed and quartered
1/4 cup sliced almonds, toasted
1/3 cup plain Greek yogurt, thinned out with a bit of water, and salted with a pinch of salt
2 dates, pitted and chopped",Lentil Almond Stir-Fry Recipe,,Serves 2-3.,http://www.101cookbooks.com/archives/lentil-almond-stirfry-recipe.html
,2009-03-26,"One of my favorite cookies - a carrot oatmeal cookie sweetened with maple syrup. They are made with fragrant coconut oil, plenty of chopped walnuts, rolled oats, and a bit of fresh ginger. They also happen to be egg-free and vegan.",http://www.101cookbooks.com/mt-static/images/food/carrot_oatmeal_cookie_recipe.jpg,"1 cup whole wheat pastry flour
1 teaspoon baking powder
scant 1/2 teaspoon fine grain sea salt
1 cup rolled oats
2/3 cup chopped walnuts
1 cup shredded carrots
1/2 cup real maple syrup, room temperature
1/2 cup unrefined (fragrant) coconut oil, warmed until just melted
1 teaspoon grated fresh ginger",Carrot Oatmeal Cookie Recipe,,,http://www.101cookbooks.com/archives/carrot-oatmeal-cookies-recipe.html
,2008-05-04,"A stunning berry-studded breakfast quinoa with pecans and blackberries, sweetened with agave nectar or honey.",http://www.101cookbooks.com/mt-static/images/food/berry_quinoa_recipe.jpg,"1 cup organic 1% low fat milk
1 cup water
1 cup organic quinoa, (hs note: rinse quinoa)
2 cups fresh blackberries, organic preferred
1/2 teaspoon ground cinnamon
1/3 cup chopped pecans, toasted*
4 teaspoons organic agave nectar, such as Madhava brand
 ",Warm and Nutty Cinnamon Quinoa Recipe,,Serves 4.,http://www.101cookbooks.com/archives/warm-and-nutty-cinnamon-quinoa-recipe.html
,2008-09-22,A wonderful coffee cake recipe made from fresh wild huckleberries using maple syrup as a sweetener instead of white sugar.,http://www.101cookbooks.com/mt-static/images/food/coffee_cake_recipe.jpg,"1 cup whole wheat pastry flour (or spelt flour)
3 tablespoons rolled oats
1/2 teaspoon baking powder
1/2 teaspoon baking soda
scant 1/2 teaspoon fine grain sea salt
1/4 teaspoon fresh thyme, chopped 
1/4 teaspoon fresh rosemary, chopped
4 tablespoons (1/2 stick) unsalted butter, room temperature
1/3 cup maple syrup, room temperature
1 large egg, room temperature
zest of one lemon
2 teaspoons vanilla extract
1/4 cup buttermilk
1 1/3 cups fresh wild huckleberries (or other berries), well picked over
Topping:
1/2 cup whole wheat pastry flour
4 tablespoons cold unsalted butter, cut 1/4-inch cubes
1/3 cup maple sugar (or brown sugar)
1/4 teaspoon fresh thyme
1/2 cup chopped pecans
special equipment: a 1-pound loaf pan",Maple Huckleberry Coffee Cake Recipe,,Serves 12 - 16 modest slices. ,http://www.101cookbooks.com/archives/maple-huckleberry-coffee-cake-recipe.html
,2004-10-26,Fun Alice Medrich Day of the Dead skull cookie recipe made from vanilla and chocolate dough.,http://www.101cookbooks.com/mt-static/images/food/.jpg,"Vanilla dough:
2 cups all-purpose flour
1/2 teaspoon baking powder
1/4 teaspoon salt
8 tablespoons (1 stick) unsalted butter, softened
1 cup sugar
1 egg
1 1/2 teaspoons vanilla extract
Chocolate dough:
1 cup all-purpose flour
1/2 cup unsweetened cocoa powder, Dutch process
1/2 teaspoon baking soda
1/4 teaspoon baking powder
1/8 teaspoon salt
8 tablespoons (1 stick) unsalted butter, softened
1/2 cup (packed) brown sugar, lump free
1/2 cup granulated sugar
1 egg
1 teaspoon vanilla extract
Equipment:
Baking sheets lined with parchment paper",Maya's Day of the Dead Cookie Recipe,,,http://www.101cookbooks.com/archives/000123.html
,2011-04-21,"A couple book signing pics. And in an effort to expand my crostini repertoire, I made this flavor-packed liptauer cheese spread on black bread crostini - goat cheese, paprika, capers, pickles, onions.",http://www.101cookbooks.com/mt-static/images/food/liptauer_cheese_recipe.jpg,"8 ounces / goat cheese, room temperature
4 oz unsalted butter, room temperature
2 teaspoons sweet paprika
2 teaspoons Dijon mustard
2 big pinches of salt, or to taste
1 1/2 teaspoons caraway seeds, toasted &amp; crushed
1 teaspoon capers, rinsed, chopped
2 tablespoons chopped shallots or onion
1 tablespoon chopped pickles
a few dozen thin crostini or crackers*
one bunch of chopped chives, to serve",Liptauer Cheese Crostini,PT10M,Makes about 1 1/2 cups.,http://www.101cookbooks.com/archives/liptauer-cheese-crostini-recipe.html
,2008-11-30,"A remix of the mushroom casserole I loved as a kid. Brown rice, mushrooms, garlic, onions along side a bit of cottage cheese and sour cream and Parmesan for texture and creaminess.",http://www.101cookbooks.com/mt-static/images/food/mushroom_casserole_recipe.jpg,"1/2 pound (8 ounces) brown mushrooms, cleaned and chopped
1 large onion, well chopped
3 cloves garlic, finely chopped
3 cups cooked brown rice, room temperature
2 large eggs
1 cup cottage cheese
1/2 cup sour cream
1/2 teaspoon fine grain sea salt
1/3 cup freshly grated Parmesan cheese
a bit of fresh tarragon, chopped ",Mushroom Casserole Recipe,,Serves about 8.,http://www.101cookbooks.com/archives/mushroom-casserole-recipe.html
,2008-01-01,"One of my favorite party-friendly ways to use hazelnuts. This butter-toasted hazelnut recipe uses toasted butter, fresh tyme and lemon and orange zest to add a simple yet sophisticated twist to a nut bowl.",http://www.101cookbooks.com/mt-static/images/food/hazelnut_recipe_07.jpg,"3 cups unskinned hazelnuts
1 tablespoon unsalted butter
1/4 teaspoon fine ground sea salt
1 tablespoon thyme leaves, fresh
zest of 1/2 orange
zest of one lemon",Butter-toasted Hazelnut Recipe,,Makes three cups.,http://www.101cookbooks.com/archives/buttertoasted-hazelnuts-recipe.html
